@relation InstanceResultListener

@attribute Key_Dataset {CM1,KC1,KC2}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.trees.J48,weka.classifiers.functions.Logistic,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'','-C 0.25 -M 2','-R 1.0E-8 -M -1'}
@attribute Key_Scheme_version_ID {48055541465867954,-217733168393644444,3932117032546553727,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 23\nSize of the tree: 45\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
CM1,6,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,-0.057554,0.136126,0.277644,81.524225,101.122966,20.157935,18.275155,1.88278,0.411386,0.372962,0.038424,-1.967274,-0.040148,-413.910465,0.955556,43,1,4,0,0,0.044444,2,0.914894,0.955556,0.934783,0.788889,0.978509,0.877551,0.921995,0.078005,0.122449,0.840208,0.877551,0.858474,0.788889,0.91972,0.467391,0.877551,0.021,0,0.02,0,14977,95044,13044,97.959184,70.408163,?,?,?,?
CM1,6,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,-0.035211,0.161631,0.309539,89.074448,102.255836,23.298152,22.134293,1.163859,0.475472,0.45172,0.023752,-5.911327,-0.120639,-1262.315526,0.977273,43,1,5,0,0,0.022727,1,0.895833,0.977273,0.934783,0.772727,0.970418,0.877551,0.900278,0.099722,0.122449,0.804422,0.877551,0.839397,0.772727,0.896981,0.467391,0.877551,0.022,0,0.02,0,14977,95044,13044,97.959184,70.408163,?,?,?,?
CM1,7,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.140056,0.26707,77.808674,89.023201,23.44978,18.600144,4.849635,0.468996,0.372003,0.096993,-1.471507,-0.02943,-313.757061,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.795556,0.96748,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.795556,0.918207,0.615975,0.9,0.023,0,0.02,0,14977,94839,13249,98,74,?,?,?,?
CM1,7,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.159481,0.277357,88.600817,92.452262,23.44978,17.605948,5.843831,0.468996,0.352119,0.116877,-5.148088,-0.102962,-1097.683624,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.888889,0.98712,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.888889,0.933869,0.468085,0.88,0.023,0.001,0.02,0,14977,94839,13249,100,77,?,?,?,?
CM1,7,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.152127,0.302241,84.514778,100.746916,23.44978,22.936639,0.51314,0.468996,0.458733,0.010263,-3.638734,-0.072775,-775.856731,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.715556,0.962878,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.715556,0.891465,0.615975,0.9,0.019,0,0.02,0,14977,94839,13249,96,71,?,?,?,?
CM1,7,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,46,4,0,92,8,0,0.310345,0.15815,0.298099,87.860843,99.366225,23.44978,22.714906,0.734874,0.468996,0.454298,0.014697,-4.620585,-0.092412,-985.208536,1,45,0.8,4,0.2,1,0,0,0.918367,1,0.957447,0.688889,0.95664,0.92,0.72,0.28,0.08,0.926531,0.92,0.895035,0.688889,0.89605,0.64539,0.92,0.021,0.001,0.02,0,14977,94839,13249,96,75,?,?,?,?
CM1,7,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.198655,0.349478,110.364088,116.492729,23.44978,242.233251,-218.783471,0.468996,4.844665,-4.375669,-12.78263,-0.255653,-2725.532983,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.706667,0.961661,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.706667,0.8847,0.456522,0.84,0.019,0,0.02,0,14977,94839,13249,96,75,?,?,?,?
CM1,7,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.143818,0.294271,79.899012,98.090404,23.44978,21.699919,1.74986,0.468996,0.433998,0.034997,-0.601918,-0.012038,-128.34203,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.742222,0.96329,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.742222,0.897491,0.468085,0.88,0.019,0,0.01,0.01,14977,94839,13249,96,71,?,?,?,?
CM1,7,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.133925,0.267601,74.402512,89.200474,23.44978,17.946318,5.503462,0.468996,0.358926,0.110069,2.16045,0.043209,460.654732,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.822222,0.972431,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.822222,0.920268,0.615975,0.9,0.019,0,0.02,0,14977,94839,13249,98,71,?,?,?,?
CM1,7,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.131464,0.279898,73.035424,93.299349,23.44978,17.564227,5.885552,0.468996,0.351285,0.117711,2.05935,0.041187,439.09798,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.911111,0.990422,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.911111,0.935173,0.615975,0.9,0.022,0,0.02,0,14977,94839,13249,100,67,?,?,?,?
CM1,7,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,44,5,0,89.795918,10.204082,0,0.241486,0.161169,0.32275,88.819797,106.619988,23.298152,64.803016,-41.504865,0.475472,1.322511,-0.847038,-4.498624,-0.091809,-960.644451,0.977273,43,0.8,4,0.2,1,0.022727,1,0.914894,0.977273,0.945055,0.509091,0.872485,0.897959,0.720686,0.279314,0.102041,0.872558,0.897959,0.877775,0.509091,0.810205,0.615385,0.897959,0.019,0,0.02,0,14977,95044,13044,91.836735,68.367347,?,?,?,?
CM1,7,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.075235,0.176239,0.316086,105.547584,115.124516,20.157935,21.923524,-1.765589,0.411386,0.447419,-0.036032,-11.98579,-0.244608,-2521.786462,0.933333,42,1,4,0,0,0.066667,3,0.913043,0.933333,0.923077,0.75,0.97577,0.857143,0.92381,0.07619,0.142857,0.838509,0.857143,0.847724,0.75,0.910716,0.461538,0.857143,0.02,0,0.02,0,14977,95044,13044,100,81.632653,?,?,?,?
CM1,8,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0,0.138727,0.272892,77.070434,90.964038,23.44978,20.409338,3.040441,0.468996,0.408187,0.060809,-0.888023,-0.01776,-189.345749,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.755556,0.962215,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.755556,0.921928,0.473684,0.9,0.019,0,0.02,0,14977,94839,13249,96,69,?,?,?,?
CM1,8,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,46,4,0,92,8,0,0.310345,0.132971,0.259704,73.87266,86.567872,23.44978,16.47876,6.971019,0.468996,0.329575,0.13942,-1.321069,-0.026421,-281.680491,1,45,0.8,4,0.2,1,0,0,0.918367,1,0.957447,0.857778,0.982862,0.92,0.72,0.28,0.08,0.926531,0.92,0.895035,0.857778,0.936449,0.64539,0.92,0.025,0.001,0.03,0,14977,94839,13249,100,75,?,?,?,?
CM1,8,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0,0.142234,0.280256,79.018811,93.418661,23.44978,18.678224,4.771555,0.468996,0.373564,0.095431,1.316765,0.026335,280.762773,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.853333,0.980379,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.853333,0.924007,0.473684,0.9,0.019,0,0.02,0,14977,94839,13249,98,74,?,?,?,?
CM1,8,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,41,9,0,82,18,0,-0.097561,0.20851,0.377888,115.838848,125.962531,23.44978,45.263867,-21.814087,0.468996,0.905277,-0.436282,-13.662123,-0.273242,-2913.059915,0.911111,41,1,5,0,0,0.088889,4,0.891304,0.911111,0.901099,0.604444,0.933435,0.82,0.908889,0.091111,0.18,0.802174,0.82,0.810989,0.604444,0.856702,0.450549,0.82,0.022,0,0.02,0,14977,94839,13249,92,73,?,?,?,?
CM1,8,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.161431,0.308704,89.683771,102.901213,23.44978,23.33602,0.11376,0.468996,0.46672,0.002275,-5.532127,-0.110643,-1179.569123,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.715556,0.953451,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.715556,0.885323,0.592391,0.88,0.02,0.001,0.02,0,14977,94839,13249,98,72,?,?,?,?
CM1,8,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,46,4,0,92,8,0,0.459459,0.128864,0.242586,71.591156,80.861857,23.44978,14.093534,9.356246,0.468996,0.281871,0.187125,0.51935,0.010387,110.736577,0.977778,44,0.6,3,0.4,2,0.022222,1,0.93617,0.977778,0.956522,0.924444,0.991481,0.92,0.542222,0.457778,0.08,0.90922,0.92,0.91087,0.924444,0.958047,0.728261,0.92,0.02,0,0.02,0,14977,94839,13249,100,74,?,?,?,?
CM1,8,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.124708,0.282032,69.282181,94.010548,23.44978,18.897839,4.55194,0.468996,0.377957,0.091039,4.156963,0.083139,886.354455,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.866667,0.98214,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.866667,0.932963,0.615975,0.9,0.022,0,0.02,0,14977,94839,13249,98,68,?,?,?,?
CM1,8,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.185459,0.337607,103.032595,112.535664,23.44978,29.36221,-5.912431,0.468996,0.587244,-0.118249,-10.535275,-0.210706,-2246.34849,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.666667,0.950481,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.666667,0.87735,0.592391,0.88,0.019,0.001,0.02,0,14977,94839,13249,94,74,?,?,?,?
CM1,8,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.075235,0.149903,0.272113,89.775437,99.108618,20.157935,16.216109,3.941827,0.411386,0.330941,0.080445,-3.79183,-0.077384,-797.79353,0.933333,42,1,4,0,0,0.066667,3,0.913043,0.933333,0.923077,0.894444,0.990884,0.857143,0.92381,0.07619,0.142857,0.838509,0.857143,0.847724,0.894444,0.937047,0.461538,0.857143,0.02,0.001,0.02,0,14977,95044,13044,100,79.591837,?,?,?,?
CM1,8,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,0.187845,0.175999,0.329087,96.992794,108.713305,23.298152,25.280279,-1.982127,0.475472,0.515924,-0.040452,-5.77531,-0.117863,-1233.270173,0.954545,42,0.8,4,0.2,1,0.045455,2,0.913043,0.954545,0.933333,0.763636,0.967814,0.877551,0.723006,0.276994,0.122449,0.853889,0.877551,0.863605,0.763636,0.897722,0.591667,0.877551,0.019,0,0.02,0,14977,95044,13044,97.959184,73.469388,?,?,?,?
CM1,9,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.155032,0.297301,86.128727,99.100458,23.44978,20.553945,2.895834,0.468996,0.411079,0.057917,-3.48304,-0.069661,-742.659444,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.8,0.974735,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.8,0.904653,0.468085,0.88,0.019,0,0.01,0,14977,94839,13249,98,74,?,?,?,?
CM1,9,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,46,4,0,92,8,0,0.310345,0.150554,0.308358,83.6413,102.786093,23.44978,46.487921,-23.038141,0.468996,0.929758,-0.460763,-4.600109,-0.092002,-980.842704,1,45,0.8,4,0.2,1,0,0,0.918367,1,0.957447,0.426667,0.84681,0.92,0.72,0.28,0.08,0.926531,0.92,0.895035,0.426667,0.790619,0.64539,0.92,0.025,0,0.02,0,14977,94839,13249,94,66,?,?,?,?
CM1,9,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,43,7,0,86,14,0,-0.060606,0.161832,0.340358,89.906738,113.452573,23.44978,48.123286,-24.673506,0.468996,0.962466,-0.49347,-2.105008,-0.0421,-448.833269,0.955556,43,1,5,0,0,0.044444,2,0.895833,0.955556,0.924731,0.831111,0.979452,0.86,0.904444,0.095556,0.14,0.80625,0.86,0.832258,0.831111,0.915355,0.462366,0.86,0.019,0,0.01,0,14977,94839,13249,94,68,?,?,?,?
CM1,9,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.390244,0.154483,0.274783,85.823825,91.594486,23.44978,18.466762,4.983018,0.468996,0.369335,0.09966,-2.996371,-0.059927,-638.890985,0.955556,43,0.6,3,0.4,2,0.044444,2,0.934783,0.955556,0.945055,0.942222,0.993807,0.9,0.544444,0.455556,0.1,0.891304,0.9,0.894994,0.942222,0.956427,0.69475,0.9,0.024,0,0.02,0,14977,94839,13249,100,77,?,?,?,?
CM1,9,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.151129,0.315091,83.960712,105.030499,23.44978,25.075902,-1.626122,0.468996,0.501518,-0.032522,-4.483976,-0.08968,-956.080628,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.706667,0.964056,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.706667,0.885486,0.468085,0.88,0.019,0,0.02,0,14977,94839,13249,96,67,?,?,?,?
CM1,9,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.183674,0.338219,102.041097,112.739819,23.44978,52.097747,-28.647967,0.468996,1.041955,-0.572959,-8.700582,-0.174012,-1855.1521,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.844444,0.982507,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.844444,0.913959,0.456522,0.84,0.018,0,0.02,0,14977,94839,13249,98,76,?,?,?,?
CM1,9,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.178764,0.31898,99.313284,106.326831,23.44978,26.418363,-2.968584,0.468996,0.528367,-0.059372,-9.497716,-0.189954,-2025.118346,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.657778,0.946976,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.657778,0.87625,0.615975,0.9,0.02,0,0.02,0,14977,94839,13249,98,79,?,?,?,?
CM1,9,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,46,4,0,92,8,0,0.310345,0.139096,0.266219,77.275313,88.739522,23.44978,19.745074,3.704706,0.468996,0.394901,0.074094,0.528012,0.01056,112.583619,1,45,0.8,4,0.2,1,0,0,0.918367,1,0.957447,0.764444,0.954833,0.92,0.72,0.28,0.08,0.926531,0.92,0.895035,0.764444,0.916675,0.64539,0.92,0.023,0.001,0.03,0,14977,94839,13249,98,75,?,?,?,?
CM1,9,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,44,5,0,89.795918,10.204082,0,-0.033755,0.13589,0.266916,81.382758,97.21572,20.157935,17.155721,3.002215,0.411386,0.350117,0.06127,-1.533104,-0.031288,-322.562079,0.977778,44,1,4,0,0,0.022222,1,0.916667,0.977778,0.946237,0.805556,0.976997,0.897959,0.920181,0.079819,0.102041,0.841837,0.897959,0.868993,0.805556,0.926989,0.473118,0.897959,0.02,0,0.02,0,14977,95044,13044,97.959184,73.469388,?,?,?,?
CM1,9,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.06192,0.168898,0.329455,93.079432,108.834996,23.298152,28.791378,-5.493226,0.475472,0.587579,-0.112107,-6.415318,-0.130925,-1369.938704,0.954545,42,1,5,0,0,0.045455,2,0.893617,0.954545,0.923077,0.595455,0.921012,0.857143,0.902597,0.097403,0.142857,0.802432,0.857143,0.828885,0.595455,0.847388,0.461538,0.857143,0.019,0.001,0.02,0,14977,95044,13044,95.918367,69.387755,?,?,?,?
CM1,10,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,45,5,0,90,10,0,0,0.140512,0.287739,78.061955,95.913039,23.44978,20.831993,2.617786,0.468996,0.41664,0.052356,-1.13124,-0.022625,-241.204789,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.791111,0.973483,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.791111,0.917271,0.473684,0.9,0.019,0,0.01,0,14977,94839,13249,96,67,?,?,?,?
CM1,10,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,43,7,0,86,14,0,-0.060606,0.173174,0.31828,96.208019,106.093462,23.44978,23.409109,0.040671,0.468996,0.468182,0.000813,-5.576383,-0.111528,-1189.00538,0.955556,43,1,5,0,0,0.044444,2,0.895833,0.955556,0.924731,0.844444,0.981361,0.86,0.904444,0.095556,0.14,0.80625,0.86,0.832258,0.844444,0.916343,0.462366,0.86,0.02,0,0.01,0,14977,94839,13249,100,75,?,?,?,?
CM1,10,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,43,7,0,86,14,0,0.146341,0.157132,0.290628,87.295482,96.875928,23.44978,19.22989,4.21989,0.468996,0.384598,0.084398,-1.993231,-0.039865,-424.999882,0.933333,42,0.8,4,0.2,1,0.066667,3,0.913043,0.933333,0.923077,0.937778,0.993433,0.86,0.726667,0.273333,0.14,0.846739,0.86,0.852991,0.937778,0.953201,0.57265,0.86,0.021,0.001,0.02,0,14977,94839,13249,98,75,?,?,?,?
CM1,10,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.174471,0.330749,96.928566,110.249823,23.44978,28.614968,-5.165189,0.468996,0.572299,-0.103304,-10.993152,-0.219863,-2343.9776,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.64,0.952334,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.64,0.87873,0.592391,0.88,0.019,0,0.02,0,14977,94839,13249,94,69,?,?,?,?
CM1,10,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.144999,0.28183,80.554852,93.943329,23.44978,19.523003,3.926776,0.468996,0.39046,0.078536,0.060783,0.001216,12.960257,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.8,0.966966,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.8,0.910901,0.468085,0.88,0.02,0,0.02,0,14977,94839,13249,98,75,?,?,?,?
CM1,10,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20120502.1903,448,50,47,3,0,94,6,0,0.545455,0.128595,0.259136,71.441832,86.378612,23.44978,17.690197,5.759583,0.468996,0.353804,0.115192,0.832704,0.016654,177.550513,1,45,0.6,3,0.4,2,0,0,0.9375,1,0.967742,0.822222,0.977605,0.94,0.54,0.46,0.06,0.94375,0.94,0.928111,0.822222,0.934403,0.769585,0.94,0.019,0,0.02,0,14977,94839,13249,98,69,?,?,?,?
