@relation InstanceResultListener

@attribute Key_Dataset {CM1,KC1,KC2}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.trees.J48,weka.classifiers.functions.Logistic,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'','-C 0.25 -M 2','-R 1.0E-8 -M -1'}
@attribute Key_Scheme_version_ID {48055541465867954,-217733168393644444,3932117032546553727,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 23\nSize of the tree: 45\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
CM1,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.131205,0.296386,72.891444,98.795204,23.44978,1090.387089,-1066.937309,0.468996,21.807742,-21.338746,3.091375,0.061827,659.147977,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.608889,0.924511,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.608889,0.873338,0.592391,0.88,0.015,0.001,0.01,0,10727,94839,13249,96,57,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
CM1,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.157538,0.312728,87.52131,104.242508,23.44978,1092.814794,-1069.365015,0.468996,21.856296,-21.3873,-5.938078,-0.118762,-1266.126542,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.78,0.956689,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.78,0.884576,0.468085,0.88,0.011,0,0.02,0,6359,94839,13249,96,64,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
CM1,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.187776,0.396403,104.319899,132.134203,23.44978,5386.754099,-5363.304319,0.468996,107.735082,-107.266086,-7.708165,-0.154163,-1643.547527,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.335556,0.865154,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.335556,0.787232,0.456522,0.84,0.012,0,0.01,0,10727,94839,13249,86,59,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
CM1,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0.242424,0.156807,0.297241,87.115053,99.080448,23.44978,22.997562,0.452218,0.468996,0.459951,0.009044,1.827265,0.036545,389.612345,0.977778,44,0.8,4,0.2,1,0.022222,1,0.916667,0.977778,0.946237,0.553333,0.909401,0.9,0.722222,0.277778,0.1,0.875,0.9,0.880184,0.553333,0.836461,0.615975,0.9,0.012,0,0.01,0,6723,94839,13249,100,100,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
CM1,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,45,4,0,91.836735,8.163265,0,0.294964,0.133675,0.269395,80.056751,98.118555,20.157935,1086.611744,-1066.453809,0.411386,22.17575,-21.764363,-4.488089,-0.091594,-944.285102,0.977778,44,0.75,3,0.25,1,0.022222,1,0.93617,0.977778,0.956522,0.852778,0.976909,0.918367,0.69059,0.30941,0.081633,0.900564,0.918367,0.905649,0.852778,0.919611,0.644928,0.918367,0.013,0,0.02,0,7451,95044,13044,97.959184,69.387755,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
CM1,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.06192,0.199729,0.374552,110.070023,123.732831,23.298152,2175.876845,-2152.578694,0.475472,44.40565,-43.930177,-13.454348,-0.274579,-2873.066022,0.954545,42,1,5,0,0,0.045455,2,0.893617,0.954545,0.923077,0.425,0.884041,0.857143,0.902597,0.097403,0.142857,0.802432,0.857143,0.828885,0.425,0.803438,0.461538,0.857143,0.01,0,0.01,0,6723,95044,13044,87.755102,64.285714,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
CM1,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.187656,0.346751,104.253147,115.583581,23.44978,2170.75546,-2147.30568,0.468996,43.415109,-42.946114,-11.827179,-0.236544,-2521.810335,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.353333,0.884988,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.353333,0.804564,0.468085,0.88,0.01,0,0.01,0,5995,94839,13249,90,66,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
CM1,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.178571,0.300005,99.206349,100.001772,23.44978,23.451071,-0.001292,0.468996,0.469021,-0.000026,0.114386,0.002288,24.389603,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.5,0.9,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.5,0.82,0.473684,0.9,0.01,0,0.01,0,4298,94839,13249,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,40,10,0,80,20,0,0.056604,0.231225,0.439524,128.458606,146.508001,23.44978,6463.476533,-6440.026753,0.468996,129.269531,-128.800535,-13.594925,-0.271899,-2898.731935,0.866667,39,0.8,4,0.2,1,0.133333,6,0.906977,0.866667,0.886364,0.713333,0.946557,0.8,0.733333,0.266667,0.2,0.830565,0.8,0.814394,0.713333,0.86939,0.526515,0.8,0.013,0,0.01,0,10363,94839,13249,86,62,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
CM1,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.178571,0.300005,99.206349,100.001772,23.44978,23.451071,-0.001292,0.468996,0.469021,-0.000026,0.114386,0.002288,24.389603,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.5,0.9,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.5,0.82,0.473684,0.9,0.006,0.001,0.01,0,4298,94839,13249,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.178571,0.300005,99.206349,100.001772,23.44978,23.451071,-0.001292,0.468996,0.469021,-0.000026,0.114386,0.002288,24.389603,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.5,0.9,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.5,0.82,0.473684,0.9,0.011,0.001,0.01,0,4298,94839,13249,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.165024,0.326485,91.679749,108.828404,23.44978,2165.695305,-2142.245526,0.468996,43.313906,-42.844911,0.424659,0.008493,90.54642,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.515556,0.905185,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.515556,0.831884,0.468085,0.88,0.013,0.001,0.01,0,7087,94839,13249,96,95,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
CM1,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.187139,0.361086,103.965963,120.362094,23.44978,1099.097717,-1075.647938,0.468996,21.981954,-21.512959,-9.066463,-0.181329,-1933.165918,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.802222,0.973438,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.802222,0.905185,0.456522,0.84,0.013,0.001,0.01,0,9271,94839,13249,98,71,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
CM1,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,41,9,0,82,18,0,-0.097561,0.200533,0.389108,111.407403,129.702782,23.44978,1106.043278,-1082.593498,0.468996,22.120866,-21.65187,-12.103251,-0.242065,-2580.674852,0.911111,41,1,5,0,0,0.088889,4,0.891304,0.911111,0.901099,0.631111,0.936329,0.82,0.908889,0.091111,0.18,0.802174,0.82,0.810989,0.631111,0.85704,0.450549,0.82,0.014,0,0.02,0,8543,94839,13249,92,62,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
CM1,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.075235,0.194287,0.351248,116.356473,127.931007,20.157935,1098.971431,-1078.813496,0.411386,22.427988,-22.016602,-9.678745,-0.197525,-2036.388644,0.933333,42,1,4,0,0,0.066667,3,0.913043,0.933333,0.923077,0.444444,0.909809,0.857143,0.92381,0.07619,0.142857,0.838509,0.857143,0.847724,0.444444,0.842203,0.461538,0.857143,0.012,0.001,0.01,0,5631,95044,13044,97.959184,98.979592,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
CM1,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,-0.035211,0.170556,0.343586,93.99284,113.503124,23.298152,1101.393987,-1078.095835,0.475472,22.477428,-22.001956,-5.667769,-0.115669,-1210.30576,0.977273,43,1,5,0,0,0.022727,1,0.895833,0.977273,0.934783,0.438636,0.88669,0.877551,0.900278,0.099722,0.122449,0.804422,0.877551,0.839397,0.438636,0.805902,0.467391,0.877551,0.012,0,0.01,0,6723,95044,13044,89.795918,64.285714,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
CM1,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.158487,0.291546,88.048405,97.181896,23.44978,21.590354,1.859426,0.468996,0.431807,0.037189,-5.014182,-0.100284,-1069.131927,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.686667,0.936049,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.686667,0.859468,0.473684,0.9,0.012,0,0.02,0,5995,94839,13249,96,64,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
CM1,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.160927,0.316912,89.404019,105.63717,23.44978,1094.75576,-1071.30598,0.468996,21.895115,-21.42612,-2.560123,-0.051202,-545.873525,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.693333,0.93739,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.693333,0.866304,0.468085,0.88,0.011,0,0.01,0,8179,94839,13249,94,64,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
CM1,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,43,7,0,86,14,0,0.146341,0.187491,0.353544,104.161754,117.848076,23.44978,4307.633853,-4284.184073,0.468996,86.152677,-85.683681,-6.866814,-0.137336,-1464.153222,0.933333,42,0.8,4,0.2,1,0.066667,3,0.913043,0.933333,0.923077,0.715556,0.956243,0.86,0.726667,0.273333,0.14,0.846739,0.86,0.852991,0.715556,0.886286,0.57265,0.86,0.015,0,0.02,0,7815,94839,13249,92,68,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
CM1,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.178571,0.300005,99.206349,100.001772,23.44978,23.451071,-0.001292,0.468996,0.469021,-0.000026,0.114386,0.002288,24.389603,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.5,0.9,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.5,0.82,0.473684,0.9,0.009,0.001,0.01,0,4298,94839,13249,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.158802,0.306375,88.223354,102.124936,23.44978,26.658616,-3.208836,0.468996,0.533172,-0.064177,-7.829097,-0.156582,-1669.332813,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.553333,0.910501,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.553333,0.830759,0.473684,0.9,0.011,0,0.01,0,6723,94839,13249,94,66,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
CM1,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.184476,0.380706,102.486741,126.902051,23.44978,4312.869825,-4289.420045,0.468996,86.257396,-85.788401,-6.350045,-0.127001,-1353.966967,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.613333,0.91681,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.613333,0.844406,0.456522,0.84,0.014,0,0.02,0,9999,94839,13249,88,58,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
CM1,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,43,7,0,86,14,0,-0.060606,0.180988,0.34347,100.548915,114.490018,23.44978,28.868404,-5.418624,0.468996,0.577368,-0.108372,-3.883266,-0.077665,-827.996351,0.955556,43,1,5,0,0,0.044444,2,0.895833,0.955556,0.924731,0.488889,0.898633,0.86,0.904444,0.095556,0.14,0.80625,0.86,0.832258,0.488889,0.819186,0.462366,0.86,0.014,0.001,0.01,0,7087,94839,13249,100,98,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
CM1,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.131128,0.295074,72.848725,98.357942,23.44978,22.863099,0.58668,0.468996,0.457262,0.011734,0.959892,0.019198,204.669777,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.706667,0.940541,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.706667,0.86468,0.473684,0.9,0.013,0,0.02,0,8543,94839,13249,96,63,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
CM1,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,45,4,0,91.836735,8.163265,0,0,0.165492,0.274435,99.111606,99.954185,20.157935,20.131081,0.026854,0.411386,0.410838,0.000548,0.11666,0.002381,24.545098,1,45,1,4,0,0,0,0,0.918367,1,0.957447,0.5,0.918367,0.918367,0.918367,0.081633,0.081633,0.843399,0.918367,0.879288,0.5,0.850062,0.478723,0.918367,0.008,0,0.01,0,4298,95044,13044,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,-0.035211,0.171228,0.331906,94.363036,109.644729,23.298152,1096.476467,-1073.178315,0.475472,22.377071,-21.901598,-1.12559,-0.022971,-240.360449,0.977273,43,1,5,0,0,0.022727,1,0.895833,0.977273,0.934783,0.413636,0.885465,0.877551,0.900278,0.099722,0.122449,0.804422,0.877551,0.839397,0.413636,0.804292,0.467391,0.877551,0.01,0,0.01,0,7087,95044,13044,97.959184,96.938776,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
CM1,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.143899,0.339878,79.943941,113.292747,23.44978,2169.874744,-2146.424964,0.468996,43.397495,-42.928499,0.258739,0.005175,55.168679,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.651111,0.931546,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.651111,0.856035,0.592391,0.88,0.015,0,0.01,0,11455,94839,13249,90,57,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
CM1,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.155172,0.305829,86.206897,101.943072,23.44978,1093.968038,-1070.518258,0.468996,21.879361,-21.410365,1.956384,0.039128,417.143369,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.411111,0.891111,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.411111,0.810667,0.473684,0.9,0.012,0,0.01,0,7087,94839,13249,98,98,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
CM1,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,45,5,0,90,10,0,0,0.178571,0.300005,99.206349,100.001772,23.44978,23.451071,-0.001292,0.468996,0.469021,-0.000026,0.114386,0.002288,24.389603,1,45,1,5,0,0,0,0,0.9,1,0.947368,0.5,0.9,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0.5,0.82,0.473684,0.9,0.007,0,0.01,0,4298,94839,13249,100,100,'Number of leaves: 1\nSize of the tree: 1\n',1,1,1
CM1,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,0.189189,0.156567,0.312163,86.981719,104.054418,23.44978,22.978906,0.470874,0.468996,0.459578,0.009417,-3.498596,-0.069972,-745.976286,0.955556,43,0.8,4,0.2,1,0.044444,2,0.914894,0.955556,0.934783,0.784444,0.956947,0.88,0.724444,0.275556,0.12,0.856738,0.88,0.866304,0.784444,0.885919,0.592391,0.88,0.01,0,0.01,0,5995,94839,13249,98,65,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
CM1,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,44,6,0,88,12,0,-0.034483,0.177411,0.335067,98.56163,111.688893,23.44978,1098.282888,-1074.833109,0.468996,21.965658,-21.496662,-2.785036,-0.055701,-593.829914,0.977778,44,1,5,0,0,0.022222,1,0.897959,0.977778,0.93617,0.382222,0.895973,0.88,0.902222,0.097778,0.12,0.808163,0.88,0.842553,0.382222,0.814906,0.468085,0.88,0.016,0,0.01,0,7451,94839,13249,98,99,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
CM1,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,43,7,0,86,14,0,-0.060606,0.192522,0.367734,106.956553,122.578088,23.44978,3243.584894,-3220.135114,0.468996,64.871698,-64.402702,-14.313115,-0.286262,-3051.865549,0.955556,43,1,5,0,0,0.044444,2,0.895833,0.955556,0.924731,0.482222,0.89463,0.86,0.904444,0.095556,0.14,0.80625,0.86,0.832258,0.482222,0.815247,0.462366,0.86,0.011,0,0.01,0,8179,94839,13249,90,66,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
CM1,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,43,7,0,86,14,0,-0.060606,0.186398,0.34593,103.554299,115.310011,23.44978,2167.492529,-2144.042749,0.468996,43.349851,-42.880855,-12.121873,-0.242437,-2584.645334,0.955556,43,1,5,0,0,0.044444,2,0.895833,0.955556,0.924731,0.733333,0.948333,0.86,0.904444,0.095556,0.14,0.80625,0.86,0.832258,0.733333,0.873405,0.462366,0.86,0.009,0.001,0.01,0,6359,94839,13249,94,66,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
CM1,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,448,50,42,8,0,84,16,0,-0.081081,0.182876,0.377022,101.598005,125.673848,23.44978,4311.430119,-4287.980339,0.468996,86.228602,-85.759607,-7.882643,-0.157653,-1680.749943,0.933333,42,1,5,0,0,0.066667,3,0.893617,0.933333,0.913043,0.291111,0.870173,0.84,0.906667,0.093333,0.16,0.804255,0.84,0.821739,0.291111,0.792331,0.456522,0.84,0.015,0,0.01,0,9999,94839,13249,90,58,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
CM1,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,42,7,0,85.714286,14.285714,0,-0.06192,0.154634,0.368229,85.218504,121.644039,23.298152,4310.682923,-4287.384771,0.475472,87.973121,-87.497648,-2.180502,-0.0445,-465.628341,0.954545,42,1,5,0,0,0.045455,2,0.893617,0.954545,0.923077,0.359091,0.864917,0.857143,0.902597,0.097403,0.142857,0.802432,0.857143,0.828885,0.359091,0.78645,0.461538,0.857143,0.013,0,0.01,0,12911,95044,13044,89.795918,58.163265,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
CM1,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20120502.1903,449,49,43,6,0,87.755102,12.244898,0,-0.057554,0.169355,0.296233,101.424552,107.893419,20.157935,21.253835,-1.0959,0.411386,0.433752,-0.022365,-12.110071,-0.247144,-2547.934867,0.955556,43,1,4,0,0,0.044444,2,0.914894,0.955556,0.934783,0.647222,0.942821,0.877551,0.921995,0.078005,0.122449,0.840208,0.877551,0.858474,0.647222,0.875871,0.467391,0.877551,0.011,0,0.01,0,5267,95044,13044,97.959184,72.44898,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
